TAZ,District,Sector,LUZ,Location,PlanDist,CityI,CityII,CityIII,Municipality,CityI-NC,CityII-NC,CityIII-NC
4504,45,18,4504,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4505,45,18,4505,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4506,45,18,4506,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4507,45,18,4507,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4508,45,18,4508,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4509,45,18,4509,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4510,45,18,4510,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4511,45,18,4511,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4512,45,18,4512,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4513,45,18,4513,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4514,45,18,4514,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4515,45,18,4515,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4516,45,18,4516,Region,Region,Region,Region,Region,A-Stony Plain,Region,Region,Region
4601,46,17,4601,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4602,46,17,4602,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4603,46,17,4603,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4604,46,17,4604,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4605,46,17,4605,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4606,46,17,4606,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4607,46,17,4607,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4608,46,17,4608,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4609,46,17,4609,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4610,46,17,4610,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4611,46,17,4611,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4612,46,17,4612,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4613,46,17,4613,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4614,46,17,4614,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4615,46,17,4615,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4616,46,17,4616,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4617,46,17,4617,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4618,46,17,4618,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4619,46,17,4619,Region,Region,Region,Region,Region,8-Beaumont,Region,Region,Region
4701,47,18,4701,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4702,47,18,4702,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4703,47,18,4703,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4704,47,18,4704,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4705,47,18,4705,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4706,47,18,4706,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4707,47,18,4707,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4708,47,18,4708,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4709,47,18,4709,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4710,47,18,4710,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4711,47,18,4711,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4712,47,18,4712,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4713,47,18,4713,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4714,47,18,4714,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4715,47,18,4715,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4716,47,18,4716,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4717,47,18,4717,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4718,47,18,4718,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4719,47,18,4719,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4720,47,18,4720,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4721,47,18,4721,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4722,47,18,4722,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
4801,48,17,4801,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4802,48,17,4802,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4803,48,17,4803,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4804,48,17,4804,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4805,48,17,4805,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4806,48,17,4806,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4807,48,17,4807,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4808,48,17,4808,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4809,48,17,4809,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4810,48,17,4810,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4811,48,17,4811,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4812,48,17,4812,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4813,48,17,4813,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
4901,49,19,4901,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4902,49,19,4902,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4903,49,19,4903,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4904,49,19,4904,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4905,49,19,4905,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4906,49,19,4906,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4907,49,19,4907,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4908,49,19,4908,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4909,49,19,4909,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4910,49,19,4910,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4911,49,19,4911,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4912,49,19,4912,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4913,49,19,4913,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
4914,49,19,4914,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5001,50,16,5001,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5002,50,16,5002,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5003,50,16,5003,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5004,50,16,5004,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5005,50,16,5005,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5006,50,16,5006,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5007,50,16,5007,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5008,50,16,5008,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5009,50,16,5009,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5010,50,16,5010,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5011,50,16,5011,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5101,51,16,5101,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5102,51,16,5102,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5103,51,16,5103,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5104,51,16,5104,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5105,51,16,5105,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5106,51,16,5106,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5107,51,16,5107,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5108,51,16,5108,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5109,51,16,5109,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5110,51,16,5110,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5111,51,16,5111,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5112,51,16,5112,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5113,51,16,5113,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5114,51,16,5114,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5115,51,16,5115,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5116,51,16,5116,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5117,51,16,5117,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5118,51,16,5118,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5119,51,16,5119,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5120,51,16,5120,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5121,51,16,5121,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5122,51,16,5122,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5123,51,16,5123,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5124,51,16,5124,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5125,51,16,5125,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5126,51,16,5126,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5127,51,16,5127,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5128,51,16,5128,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5129,51,16,5129,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5130,51,16,5130,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5131,51,16,5131,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5132,51,16,5132,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5133,51,16,5133,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5134,51,16,5134,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5135,51,16,5135,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5136,51,16,5136,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5137,51,16,5137,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5138,51,16,5138,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5139,51,16,5139,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5140,51,16,5140,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5141,51,16,5141,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5142,51,16,5142,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5143,51,16,5143,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5144,51,16,5144,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5145,51,16,5145,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5146,51,16,5146,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5147,51,16,5147,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5148,51,16,5148,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5149,51,16,5149,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5150,51,16,5150,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5151,51,16,5151,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5152,51,16,5152,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5201,52,16,5201,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5202,52,16,5202,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5203,52,16,5203,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5204,52,16,5204,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5205,52,16,5205,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5206,52,16,5206,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5207,52,16,5207,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5208,52,16,5208,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5209,52,16,5209,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5210,52,16,5210,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5211,52,16,5211,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5212,52,16,5212,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5213,52,16,5213,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5214,52,16,5214,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5215,52,16,5215,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5216,52,16,5216,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5217,52,16,5217,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5218,52,16,5218,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5219,52,16,5219,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5220,52,16,5220,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5221,52,16,5221,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5222,52,16,5222,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5223,52,16,5223,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5224,52,16,5224,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5225,52,16,5225,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5226,52,16,5226,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5227,52,16,5227,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5228,52,16,5228,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5229,52,16,5229,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5230,52,16,5230,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5231,52,16,5231,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5232,52,16,5232,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5233,52,16,5233,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5234,52,16,5234,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5235,52,16,5235,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5236,52,16,5236,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5237,52,16,5237,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5238,52,16,5238,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5239,52,16,5239,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5240,52,16,5240,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5241,52,16,5241,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5242,52,16,5242,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5243,52,16,5243,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5244,52,16,5244,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5245,52,16,5245,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5246,52,16,5246,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5247,52,16,5247,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5248,52,16,5248,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5249,52,16,5249,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5250,52,16,5250,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5251,52,16,5251,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5252,52,16,5252,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5253,52,16,5253,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5254,52,16,5254,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5255,52,16,5255,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5256,52,16,5256,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5257,52,16,5257,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5258,52,16,5258,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5259,52,16,5259,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5260,52,16,5260,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5261,52,16,5261,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5262,52,16,5262,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5263,52,16,5263,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5264,52,16,5264,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5265,52,16,5265,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5266,52,16,5266,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5267,52,16,5267,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5268,52,16,5268,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5269,52,16,5269,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5270,52,16,5270,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5271,52,16,5271,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5272,52,16,5272,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5273,52,16,5273,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5274,52,16,5274,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5275,52,16,5275,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5276,52,16,5276,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5277,52,16,5277,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5278,52,16,5278,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5279,52,16,5279,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5280,52,16,5280,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5281,52,16,5281,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5282,52,16,5282,Region,Region,Region,Region,Region,5-Strathcona County,Region,Region,Region
5301,53,17,5301,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5302,53,17,5302,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5303,53,17,5303,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5304,53,17,5304,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5305,53,17,5305,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5306,53,17,5306,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5307,53,17,5307,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5308,53,17,5308,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5309,53,17,5309,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5310,53,17,5310,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5311,53,17,5311,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5312,53,17,5312,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5313,53,17,5313,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5314,53,17,5314,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5315,53,17,5315,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5316,53,17,5316,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5317,53,17,5317,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5318,53,17,5318,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5319,53,17,5319,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5320,53,17,5320,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5321,53,17,5321,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5322,53,17,5322,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5323,53,17,5323,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5324,53,17,5324,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5325,53,17,5325,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5326,53,17,5326,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5327,53,17,5327,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5328,53,17,5328,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5329,53,17,5329,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5330,53,17,5330,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5331,53,17,5331,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5332,53,17,5332,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5333,53,17,5333,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5334,53,17,5334,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5335,53,17,5335,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5336,53,17,5336,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5337,53,17,5337,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5338,53,17,5338,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5339,53,17,5339,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5340,53,17,5340,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5341,53,17,5341,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5342,53,17,5342,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5343,53,17,5343,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5401,54,17,5401,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5402,54,17,5402,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5403,54,17,5403,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5404,54,17,5404,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5405,54,17,5405,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5406,54,17,5406,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5407,54,17,5407,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5408,54,17,5408,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5409,54,17,5409,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5410,54,17,5410,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5411,54,17,5411,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5412,54,17,5412,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5413,54,17,5413,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5414,54,17,5414,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5415,54,17,5415,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5416,54,17,5416,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5417,54,17,5417,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5418,54,17,5418,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5419,54,17,5419,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5420,54,17,5420,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5421,54,17,5421,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5422,54,17,5422,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5423,54,17,5423,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5424,54,17,5424,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5425,54,17,5425,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5426,54,17,5426,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5427,54,17,5427,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5428,54,17,5428,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5429,54,17,5429,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5430,54,17,5430,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5431,54,17,5431,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5432,54,17,5432,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5433,54,17,5433,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5434,54,17,5434,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5435,54,17,5435,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5436,54,17,5436,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5437,54,17,5437,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5438,54,17,5438,Region,Region,Region,Region,Region,7-Leduc County,Region,Region,Region
5501,55,18,5501,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5502,55,18,5502,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5503,55,18,5503,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5504,55,18,5504,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5505,55,18,5505,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5506,55,18,5506,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5507,55,18,5507,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5508,55,18,5508,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5509,55,18,5509,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5510,55,18,5510,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5511,55,18,5511,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5512,55,18,5512,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5513,55,18,5513,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5514,55,18,5514,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5515,55,18,5515,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5516,55,18,5516,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5517,55,18,5517,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5518,55,18,5518,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5519,55,18,5519,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5520,55,18,5520,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
